#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               569634.0                            18.0                               81.0                              0.0                            99.0                     569733.0000                        569733.0                             0.3
        1.00                               569630.9                            16.3                               82.9                              2.9                            99.3                     569733.0000                        569733.1                             0.8
        2.00                               569627.9                            15.3                               84.7                              5.1                           100.0                     569733.0000                        569733.0                             1.2
        3.00                               569625.1                            14.8                               86.4                              6.7                           101.2                     569733.0000                        569732.9                             1.5
        4.00                               569622.3                            14.6                               88.0                              8.0                           102.7                     569733.0000                        569732.9                             1.7
        5.00                               569619.6                            14.7                               89.7                              9.0                           104.3                     569733.0000                        569732.9                             1.9
        6.00                               569616.8                            14.9                               91.3                              9.8                           106.2                     569733.0000                        569732.9                             2.0
        7.00                               569614.1                            15.3                               93.0                             10.6                           108.3                     569733.0000                        569732.9                             2.2
        8.00                               569611.2                            15.7                               94.7                             11.3                           110.4                     569733.0000                        569732.9                             2.3
        9.00                               569608.3                            16.3                               96.5                             11.9                           112.8                     569733.0000                        569732.9                             2.4
       10.00                               569605.2                            16.9                               98.3                             12.5                           115.2                     569733.0000                        569732.9                             2.6
       11.00                               569602.1                            17.5                              100.2                             13.1                           117.8                     569733.0000                        569732.9                             2.7
       12.00                               569598.8                            18.2                              102.2                             13.7                           120.4                     569733.0000                        569732.9                             2.8
       13.00                               569595.3                            18.9                              104.3                             14.3                           123.2                     569733.0000                        569732.9                             2.9
       14.00                               569591.8                            19.7                              106.4                             15.0                           126.2                     569733.0000                        569732.9                             3.1
       15.00                               569588.1                            20.5                              108.7                             15.6                           129.2                     569733.0000                        569732.9                             3.2
       16.00                               569584.2                            21.4                              111.0                             16.3                           132.4                     569733.0000                        569732.9                             3.3
       17.00                               569580.2                            22.3                              113.4                             17.0                           135.7                     569733.0000                        569733.0                             3.5
       18.00                               569576.1                            23.2                              116.0                             17.7                           139.2                     569733.0000                        569733.0                             3.6
       19.00                               569571.7                            24.2                              118.6                             18.4                           142.8                     569733.0000                        569732.9                             3.8
       20.00                               569567.1                            25.2                              121.4                             19.2                           146.6                     569733.0000                        569732.9                             3.9
       21.00                               569562.3                            26.3                              124.2                             20.0                           150.5                     569733.0000                        569732.9                             4.1
       22.00                               569557.4                            27.4                              127.2                             20.9                           154.6                     569733.0000                        569732.9                             4.3
       23.00                               569552.2                            28.6                              130.3                             21.8                           158.9                     569733.0000                        569732.9                             4.4
       24.00                               569546.9                            29.8                              133.6                             22.7                           163.3                     569733.0000                        569732.9                             4.6
       25.00                               569541.2                            31.0                              136.9                             23.6                           168.0                     569733.0000                        569732.8                             4.8
       26.00                               569535.4                            32.3                              140.5                             24.6                           172.8                     569733.0000                        569732.8                             5.0
       27.00                               569529.2                            33.7                              144.1                             25.7                           177.8                     569733.0000                        569732.8                             5.2
