#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               562871.0                           486.0                             6049.0                            327.0                          6535.0                     569733.0000                        569733.0                            60.9
        1.00                               562858.9                           492.8                             6103.2                            278.1                          6595.9                     569733.0000                        569732.9                            52.0
        2.00                               562846.8                           490.3                             6157.6                            238.3                          6647.9                     569733.0000                        569733.0                            44.6
        3.00                               562834.8                           481.1                             6211.5                            205.6                          6692.5                     569733.0000                        569732.9                            38.6
        4.00                               562823.1                           467.1                             6264.1                            178.6                          6731.2                     569733.0000                        569732.9                            33.7
        5.00                               562811.8                           449.9                             6314.9                            156.3                          6764.8                     569733.0000                        569732.9                            29.5
        6.00                               562800.9                           430.5                             6363.8                            137.6                          6794.4                     569733.0000                        569732.9                            26.1
        7.00                               562790.6                           409.9                             6410.5                            121.9                          6820.4                     569733.0000                        569732.9                            23.1
        8.00                               562780.7                           388.7                             6454.9                            108.7                          6843.6                     569733.0000                        569732.9                            20.7
        9.00                               562771.3                           367.3                             6496.9                             97.3                          6864.2                     569733.0000                        569732.9                            18.6
       10.00                               562762.4                           346.2                             6536.5                             87.6                          6882.8                     569733.0000                        569732.8                            16.7
       11.00                               562754.1                           325.6                             6573.9                             79.2                          6899.5                     569733.0000                        569732.8                            15.1
       12.00                               562746.4                           305.7                             6609.0                             71.8                          6914.6                     569733.0000                        569732.9                            13.8
       13.00                               562739.1                           286.5                             6641.9                             65.4                          6928.4                     569733.0000                        569732.9                            12.5
       14.00                               562732.2                           268.2                             6672.7                             59.7                          6940.9                     569733.0000                        569732.8                            11.5
       15.00                               562725.7                           250.8                             6701.6                             54.6                          6952.4                     569733.0000                        569732.8                            10.5
       16.00                               562719.6                           234.3                             6728.6                             50.1                          6962.9                     569733.0000                        569732.6                             9.6
       17.00                               562714.1                           218.8                             6753.8                             46.1                          6972.5                     569733.0000                        569732.7                             8.9
       18.00                               562708.9                           204.1                             6777.3                             42.5                          6981.4                     569733.0000                        569732.8                             8.2
       19.00                               562704.0                           190.4                             6799.2                             39.2                          6989.6                     569733.0000                        569732.8                             7.5
       20.00                               562699.4                           177.4                             6819.7                             36.2                          6997.1                     569733.0000                        569732.7                             7.0
       21.00                               562695.1                           165.3                             6838.8                             33.4                          7004.1                     569733.0000                        569732.7                             6.4
       22.00                               562691.2                           154.0                             6856.5                             30.9                          7010.5                     569733.0000                        569732.6                             6.0
       23.00                               562687.5                           143.4                             6873.1                             28.6                          7016.5                     569733.0000                        569732.6                             5.5
       24.00                               562684.1                           133.6                             6888.5                             26.5                          7022.0                     569733.0000                        569732.7                             5.1
       25.00                               562680.9                           124.3                             6902.8                             24.6                          7027.2                     569733.0000                        569732.7                             4.7
       26.00                               562677.9                           115.7                             6916.2                             22.8                          7031.9                     569733.0000                        569732.7                             4.4
       27.00                               562675.1                           107.7                             6928.6                             21.2                          7036.3                     569733.0000                        569732.6                             4.1
       28.00                               562672.6                           100.2                             6940.2                             19.7                          7040.4                     569733.0000                        569732.7                             3.8
       29.00                               562670.2                            93.3                             6950.9                             18.3                          7044.2                     569733.0000                        569732.6                             3.5
       30.00                               562667.9                            86.8                             6960.9                             17.0                          7047.7                     569733.0000                        569732.6                             3.3
       31.00                               562665.8                            80.7                             6970.3                             15.7                          7051.0                     569733.0000                        569732.6                             3.0
       32.00                               562663.9                            75.1                             6978.9                             14.6                          7054.0                     569733.0000                        569732.6                             2.8
       33.00                               562662.1                            69.9                             6987.0                             13.6                          7056.9                     569733.0000                        569732.6                             2.6
       34.00                               562660.4                            65.0                             6994.5                             12.6                          7059.5                     569733.0000                        569732.5                             2.4
       35.00                               562658.8                            60.5                             7001.5                             11.7                          7061.9                     569733.0000                        569732.5                             2.3
       36.00                               562657.4                            56.2                             7008.0                             10.9                          7064.2                     569733.0000                        569732.5                             2.1
       37.00                               562656.1                            52.3                             7014.0                             10.2                          7066.3                     569733.0000                        569732.5                             2.0
       38.00                               562654.9                            48.7                             7019.6                              9.4                          7068.3                     569733.0000                        569732.6                             1.8
       39.00                               562653.7                            45.3                             7024.8                              8.8                          7070.1                     569733.0000                        569732.5                             1.7
       40.00                               562652.6                            42.1                             7029.7                              8.2                          7071.8                     569733.0000                        569732.6                             1.6
       41.00                               562651.6                            39.2                             7034.2                              7.6                          7073.4                     569733.0000                        569732.5                             1.5
       42.00                               562650.6                            36.4                             7038.4                              7.1                          7074.8                     569733.0000                        569732.6                             1.4
       43.00                               562649.8                            33.9                             7042.3                              6.6                          7076.2                     569733.0000                        569732.5                             1.3
       44.00                               562648.9                            31.5                             7046.0                              6.1                          7077.5                     569733.0000                        569732.5                             1.2
       45.00                               562648.1                            29.3                             7049.3                              5.7                          7078.7                     569733.0000                        569732.5                             1.1
       46.00                               562647.4                            27.2                             7052.5                              5.3                          7079.7                     569733.0000                        569732.4                             1.0
       47.00                               562646.8                            25.3                             7055.4                              4.9                          7080.8                     569733.0000                        569732.4                             0.9
       48.00                               562646.1                            23.6                             7058.1                              4.6                          7081.7                     569733.0000                        569732.4                             0.9
       49.00                               562645.6                            21.9                             7060.7                              4.2                          7082.6                     569733.0000                        569732.4                             0.8
       50.00                               562645.1                            20.4                             7063.0                              3.9                          7083.4                     569733.0000                        569732.4                             0.8
       51.00                               562644.6                            19.0                             7065.2                              3.7                          7084.2                     569733.0000                        569732.4                             0.7
       52.00                               562644.1                            17.6                             7067.2                              3.4                          7084.9                     569733.0000                        569732.4                             0.7
       53.00                               562643.8                            16.4                             7069.1                              3.2                          7085.5                     569733.0000                        569732.4                             0.6
       54.00                               562643.4                            15.3                             7070.9                              3.0                          7086.2                     569733.0000                        569732.4                             0.6
       55.00                               562643.0                            14.2                             7072.5                              2.7                          7086.7                     569733.0000                        569732.5                             0.5
       56.00                               562642.6                            13.2                             7074.1                              2.6                          7087.3                     569733.0000                        569732.4                             0.5
       57.00                               562642.3                            12.3                             7075.5                              2.4                          7087.8                     569733.0000                        569732.4                             0.5
       58.00                               562642.1                            11.4                             7076.8                              2.2                          7088.2                     569733.0000                        569732.5                             0.4
       59.00                               562641.8                            10.6                             7078.0                              2.1                          7088.6                     569733.0000                        569732.5                             0.4
       60.00                               562641.6                             9.9                             7079.2                              1.9                          7089.0                     569733.0000                        569732.6                             0.4
       61.00                               562641.4                             9.2                             7080.2                              1.8                          7089.4                     569733.0000                        569732.5                             0.3
       62.00                               562641.1                             8.5                             7081.2                              1.7                          7089.7                     569733.0000                        569732.5                             0.3
       63.00                               562640.9                             7.9                             7082.1                              1.5                          7090.1                     569733.0000                        569732.5                             0.3
       64.00                               562640.6                             7.4                             7083.0                              1.4                          7090.4                     569733.0000                        569732.4                             0.3
       65.00                               562640.5                             6.9                             7083.8                              1.3                          7090.6                     569733.0000                        569732.4                             0.3
       66.00                               562640.4                             6.4                             7084.5                              1.2                          7090.9                     569733.0000                        569732.5                             0.2
       67.00                               562640.2                             5.9                             7085.2                              1.1                          7091.1                     569733.0000                        569732.4                             0.2
       68.00                               562640.0                             5.5                             7085.8                              1.1                          7091.4                     569733.0000                        569732.4                             0.2
       69.00                               562639.9                             5.1                             7086.4                              1.0                          7091.6                     569733.0000                        569732.4                             0.2
       70.00                               562639.7                             4.8                             7087.0                              0.9                          7091.8                     569733.0000                        569732.4                             0.2
       71.00                               562639.5                             4.4                             7087.5                              0.9                          7091.9                     569733.0000                        569732.3                             0.2
       72.00                               562639.3                             4.1                             7088.0                              0.8                          7092.1                     569733.0000                        569732.2                             0.2
       73.00                               562639.1                             3.8                             7088.4                              0.7                          7092.3                     569733.0000                        569732.1                             0.1
       74.00                               562638.9                             3.6                             7088.8                              0.7                          7092.4                     569733.0000                        569731.9                             0.1
       75.00                               562638.6                             3.3                             7089.2                              0.6                          7092.5                     569733.0000                        569731.8                             0.1
       76.00                               562638.4                             3.1                             7089.6                              0.6                          7092.7                     569733.0000                        569731.6                             0.1
       77.00                               562638.1                             2.9                             7089.9                              0.6                          7092.8                     569733.0000                        569731.4                             0.1
       78.00                               562637.8                             2.7                             7090.2                              0.5                          7092.9                     569733.0000                        569731.2                             0.1
       79.00                               562637.6                             2.5                             7090.5                              0.5                          7093.0                     569733.0000                        569731.1                             0.1
       80.00                               562637.3                             2.3                             7090.7                              0.4                          7093.1                     569733.0000                        569730.8                             0.1
       81.00                               562637.0                             2.2                             7091.0                              0.4                          7093.1                     569733.0000                        569730.6                             0.1
       82.00                               562636.6                             2.0                             7091.2                              0.4                          7093.2                     569733.0000                        569730.2                             0.1
       83.00                               562636.2                             1.9                             7091.4                              0.4                          7093.3                     569733.0000                        569729.9                             0.1
       84.00                               562635.6                             1.7                             7091.6                              0.3                          7093.3                     569733.0000                        569729.3                             0.1
       85.00                               562635.0                             1.6                             7091.8                              0.3                          7093.4                     569733.0000                        569728.8                             0.1
       86.00                               562634.3                             1.5                             7091.9                              0.3                          7093.5                     569733.0000                        569728.1                             0.0
       87.00                               562633.5                             1.4                             7092.1                              0.3                          7093.5                     569733.0000                        569727.2                             0.0
       88.00                               562632.6                             1.3                             7092.2                              0.3                          7093.5                     569733.0000                        569726.4                             0.0
       89.00                               562631.5                             1.2                             7092.4                              0.2                          7093.6                     569733.0000                        569725.3                             0.0
       90.00                               562630.2                             1.1                             7092.5                              0.2                          7093.6                     569733.0000                        569724.1                             0.0
       91.00                               562628.9                             1.0                             7092.6                              0.2                          7093.6                     569733.0000                        569722.8                             0.0
       92.00                               562627.6                             1.0                             7092.7                              0.2                          7093.6                     569733.0000                        569721.5                             0.0
       93.00                               562626.7                             0.9                             7092.8                              0.2                          7093.7                     569733.0000                        569720.6                             0.0
       94.00                               562626.7                             0.9                             7092.8                              0.2                          7093.7                     569733.0000                        569720.6                         -7093.7
