#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               558303.0                           177.0                            11224.0                             29.0                         11401.0                     569733.0000                        569733.0                             8.9
        1.00                               558260.1                           166.6                            11243.3                             63.1                         11409.9                     569733.0000                        569733.1                            15.0
        2.00                               558218.9                           163.2                            11261.7                             89.2                         11424.9                     569733.0000                        569733.1                            19.8
        3.00                               558178.0                           164.7                            11280.0                            110.2                         11444.7                     569733.0000                        569732.9                            23.8
        4.00                               558136.3                           169.8                            11298.7                            128.1                         11468.5                     569733.0000                        569732.9                            27.2
        5.00                               558093.1                           177.6                            11318.0                            144.1                         11495.7                     569733.0000                        569732.8                            30.3
        6.00                               558047.8                           187.6                            11338.4                            159.1                         11526.0                     569733.0000                        569732.9                            33.3
        7.00                               557999.7                           199.4                            11359.9                            173.9                         11559.3                     569733.0000                        569732.8                            36.3
        8.00                               557948.6                           212.7                            11382.8                            188.7                         11595.6                     569733.0000                        569732.9                            39.3
        9.00                               557893.9                           227.6                            11407.3                            204.0                         11634.9                     569733.0000                        569732.8                            42.5
       10.00                               557835.4                           243.8                            11433.6                            220.1                         11677.3                     569733.0000                        569732.8                            45.8
       11.00                               557772.7                           261.4                            11461.7                            237.0                         11723.1                     569733.0000                        569732.8                            49.3
       12.00                               557705.4                           280.5                            11491.8                            254.9                         11772.4                     569733.0000                        569732.8                            53.0
       13.00                               557633.2                           301.1                            11524.2                            274.1                         11825.3                     569733.0000                        569732.6                            56.9
       14.00                               557555.8                           323.3                            11558.9                            294.6                         11882.3                     569733.0000                        569732.6                            61.2
       15.00                               557472.8                           347.2                            11596.2                            316.5                         11943.5                     569733.0000                        569732.8                            65.7
       16.00                               557383.5                           372.9                            11636.3                            340.0                         12009.2                     569733.0000                        569732.7                            70.6
       17.00                               557287.7                           400.5                            11679.3                            365.2                         12079.8                     569733.0000                        569732.8                            75.9
       18.00                               557184.8                           430.1                            11725.5                            392.3                         12155.7                     569733.0000                        569732.6                            81.5
       19.00                               557074.3                           462.0                            11775.2                            421.3                         12237.1                     569733.0000                        569732.8                            87.5
