#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               536486.0                           537.0                            32416.0                            294.0                         32953.0                     569733.0000                        569733.0                            58.0
        1.00                               536436.6                           535.5                            32475.5                            285.4                         33011.0                     569733.0000                        569733.0                            56.4
        2.00                               536387.3                           532.6                            32534.9                            278.3                         33067.4                     569733.0000                        569733.1                            55.1
        3.00                               536338.4                           528.7                            32593.8                            272.1                         33122.5                     569733.0000                        569733.0                            53.9
        4.00                               536289.8                           524.1                            32652.3                            266.8                         33176.4                     569733.0000                        569733.1                            52.9
        5.00                               536241.7                           519.1                            32710.2                            262.0                         33229.3                     569733.0000                        569733.0                            52.0
        6.00                               536194.1                           513.7                            32767.6                            257.6                         33281.3                     569733.0000                        569733.0                            51.1
        7.00                               536146.9                           508.1                            32824.4                            253.6                         33332.4                     569733.0000                        569733.0                            50.4
        8.00                               536100.3                           502.3                            32880.5                            249.8                         33382.8                     569733.0000                        569733.0                            49.6
        9.00                               536054.2                           496.4                            32936.0                            246.3                         33432.4                     569733.0000                        569732.9                            48.9
       10.00                               536008.6                           490.5                            32990.8                            242.9                         33481.3                     569733.0000                        569732.8                            48.2
       11.00                               535963.6                           484.6                            33045.0                            239.6                         33529.6                     569733.0000                        569732.8                            47.6
       12.00                               535919.2                           478.7                            33098.5                            236.4                         33577.2                     569733.0000                        569732.8                            47.0
       13.00                               535875.4                           472.8                            33151.4                            233.3                         33624.1                     569733.0000                        569732.8                            46.3
       14.00                               535832.1                           466.9                            33203.6                            230.2                         33670.5                     569733.0000                        569732.8                            45.7
       15.00                               535789.4                           461.1                            33255.1                            227.2                         33716.2                     569733.0000                        569732.9                            45.2
       16.00                               535747.1                           455.4                            33306.0                            224.3                         33761.4                     569733.0000                        569732.8                            44.6
       17.00                               535705.4                           449.6                            33356.3                            221.4                         33805.9                     569733.0000                        569732.8                            44.0
       18.00                               535664.2                           444.0                            33406.0                            218.6                         33849.9                     569733.0000                        569732.8                            43.4
       19.00                               535623.6                           438.4                            33455.0                            215.8                         33893.4                     569733.0000                        569732.9                            42.9
       20.00                               535583.5                           432.9                            33503.4                            213.1                         33936.3                     569733.0000                        569732.8                            42.3
       21.00                               535543.9                           427.4                            33551.2                            210.3                         33978.6                     569733.0000                        569732.9                            41.8
       22.00                               535504.8                           422.1                            33598.4                            207.7                         34020.4                     569733.0000                        569732.9                            41.3
       23.00                               535466.1                           416.7                            33645.0                            205.0                         34061.7                     569733.0000                        569732.9                            40.7
       24.00                               535428.0                           411.5                            33691.0                            202.4                         34102.4                     569733.0000                        569732.9                            40.2
       25.00                               535390.4                           406.3                            33736.4                            199.8                         34142.7                     569733.0000                        569732.9                            39.7
       26.00                               535353.2                           401.1                            33781.3                            197.3                         34182.4                     569733.0000                        569732.9                            39.2
       27.00                               535316.4                           396.0                            33825.6                            194.8                         34221.6                     569733.0000                        569732.8                            38.7
       28.00                               535280.1                           391.0                            33869.3                            192.3                         34260.3                     569733.0000                        569732.8                            38.2
       29.00                               535244.4                           386.1                            33912.5                            189.9                         34298.5                     569733.0000                        569732.8                            37.7
       30.00                               535209.1                           381.2                            33955.1                            187.5                         34336.3                     569733.0000                        569732.8                            37.3
       31.00                               535174.2                           376.4                            33997.2                            185.1                         34373.5                     569733.0000                        569732.8                            36.8
       32.00                               535139.7                           371.6                            34038.8                            182.7                         34410.3                     569733.0000                        569732.8                            36.3
