#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               520811.0                           662.0                            48155.0                            105.0                         48817.0                     569733.0000                        569733.0                            30.3
        1.00                               520676.3                           620.6                            48226.8                            209.3                         48847.3                     569733.0000                        569733.0                            49.0
        2.00                               520548.3                           601.3                            48295.1                            288.3                         48896.4                     569733.0000                        569732.9                            63.4
        3.00                               520422.9                           597.8                            48361.9                            350.3                         48959.8                     569733.0000                        569733.0                            74.8
        4.00                               520297.2                           605.6                            48429.0                            401.1                         49034.6                     569733.0000                        569732.9                            84.4
        5.00                               520169.1                           621.7                            48497.3                            444.8                         49119.0                     569733.0000                        569732.9                            92.8
        6.00                               520037.2                           644.0                            48567.8                            484.0                         49211.8                     569733.0000                        569732.9                           100.4
        7.00                               519900.2                           671.2                            48641.0                            520.6                         49312.2                     569733.0000                        569732.9                           107.7
        8.00                               519757.1                           702.5                            48717.4                            556.0                         49419.9                     569733.0000                        569732.9                           114.7
        9.00                               519607.2                           737.2                            48797.4                            591.1                         49534.6                     569733.0000                        569732.9                           121.8
       10.00                               519449.9                           774.9                            48881.5                            626.6                         49656.4                     569733.0000                        569732.9                           129.0
       11.00                               519284.5                           815.5                            48969.9                            663.0                         49785.4                     569733.0000                        569733.0                           136.4
       12.00                               519110.5                           858.8                            49063.0                            700.6                         49921.9                     569733.0000                        569733.0                           144.1
       13.00                               518927.1                           904.9                            49161.1                            739.8                         50066.0                     569733.0000                        569732.9                           152.2
       14.00                               518734.0                           953.7                            49264.4                            780.7                         50218.2                     569733.0000                        569732.9                           160.6
       15.00                               518530.5                          1005.4                            49373.4                            823.6                         50378.7                     569733.0000                        569732.9                           169.4
       16.00                               518316.1                          1059.9                            49488.2                            868.7                         50548.1                     569733.0000                        569732.9                           178.6
       17.00                               518090.2                          1117.4                            49609.2                            916.0                         50726.7                     569733.0000                        569732.9                           188.3
       18.00                               517852.1                          1178.1                            49736.9                            965.8                         50915.0                     569733.0000                        569732.9                           198.5
       19.00                               517601.2                          1242.1                            49871.4                           1018.2                         51113.5                     569733.0000                        569732.8                           209.3
       20.00                               517336.8                          1309.5                            50013.3                           1073.2                         51322.8                     569733.0000                        569732.8                           220.6
       21.00                               517058.2                          1380.6                            50162.8                           1131.2                         51543.4                     569733.0000                        569732.8                           232.5
       22.00                               516764.6                          1455.4                            50320.5                           1192.3                         51775.9                     569733.0000                        569732.8                           245.0
       23.00                               516455.3                          1534.2                            50486.7                           1256.5                         52021.0                     569733.0000                        569732.7                           258.2
       24.00                               516129.5                          1617.3                            50661.9                           1324.0                         52279.2                     569733.0000                        569732.8                           272.1
       25.00                               515786.3                          1704.7                            50846.6                           1395.1                         52551.3                     569733.0000                        569732.8                           286.7
       26.00                               515424.8                          1796.7                            51041.2                           1469.9                         52838.0                     569733.0000                        569732.7                           302.1
       27.00                               515044.1                          1893.6                            51246.4                           1548.6                         53140.0                     569733.0000                        569732.7                           318.2
       28.00                               514643.2                          1995.6                            51462.6                           1631.3                         53458.2                     569733.0000                        569732.6                           335.2
       29.00                               514221.0                          2102.9                            51690.5                           1718.2                         53793.4                     569733.0000                        569732.6                           353.0
       30.00                               513776.5                          2215.9                            51930.6                           1809.7                         54146.4                     569733.0000                        569732.6                           371.8
       31.00                               513308.6                          2334.7                            52183.5                           1905.8                         54518.2                     569733.0000                        569732.6                           391.5
       32.00                               512816.2                          2459.6                            52450.1                           2006.8                         54909.8                     569733.0000                        569732.6                           412.2
       33.00                               512297.9                          2591.1                            52730.9                           2112.9                         55322.0                     569733.0000                        569732.7                           434.0
       34.00                               511752.5                          2729.3                            53026.6                           2224.3                         55756.0                     569733.0000                        569732.8                           456.9
       35.00                               511178.6                          2874.6                            53338.2                           2341.3                         56212.8                     569733.0000                        569732.7                           480.9
       36.00                               510574.9                          3027.4                            53666.3                           2464.1                         56693.7                     569733.0000                        569732.7                           506.0
       37.00                               509940.0                          3187.9                            54011.8                           2593.0                         57199.7                     569733.0000                        569732.8                           532.5
       38.00                               509272.2                          3356.5                            54375.6                           2728.3                         57732.2                     569733.0000                        569732.8                           560.2
       39.00                               508570.2                          3533.7                            54758.7                           2870.2                         58292.4                     569733.0000                        569732.7                           589.3
       40.00                               507832.2                          3719.7                            55161.9                           3018.9                         58881.7                     569733.0000                        569732.8                           619.8
       41.00                               507056.6                          3915.0                            55586.3                           3174.8                         59501.4                     569733.0000                        569732.8                           651.7
       42.00                               506241.6                          4120.1                            56033.0                           3338.1                         60153.1                     569733.0000                        569732.8                           685.1
       43.00                               505385.4                          4335.2                            56503.1                           3509.2                         60838.2                     569733.0000                        569732.8                           720.2
       44.00                               504486.1                          4560.8                            56997.6                           3688.3                         61558.4                     569733.0000                        569732.8                           756.8
       45.00                               503541.8                          4797.4                            57517.8                           3875.7                         62315.3                     569733.0000                        569732.8                           795.2
       46.00                               502550.6                          5045.5                            58065.0                           4071.8                         63110.5                     569733.0000                        569732.8                           835.3
       47.00                               501510.3                          5305.4                            58640.4                           4276.8                         63945.8                     569733.0000                        569732.8                           877.2
       48.00                               500418.9                          5577.7                            59245.3                           4490.9                         64823.1                     569733.0000                        569732.8                           921.1
       49.00                               499274.1                          5862.8                            59881.3                           4714.6                         65744.1                     569733.0000                        569732.8                           966.8
       50.00                               498073.8                          6161.2                            60549.7                           4948.2                         66710.9                     569733.0000                        569732.9                          1014.5
       51.00                               496815.7                          6473.4                            61252.0                           5191.8                         67725.4                     569733.0000                        569732.9                          1064.3
       52.00                               495497.3                          6799.8                            61989.8                           5445.8                         68789.7                     569733.0000                        569732.8                          1116.2
       53.00                               494116.5                          7141.1                            62764.8                           5710.4                         69905.9                     569733.0000                        569732.8                          1170.2
       54.00                               492670.7                          7497.6                            63578.5                           5986.0                         71076.1                     569733.0000                        569732.8                          1226.4
       55.00                               491157.5                          7869.8                            64432.7                           6272.7                         72302.6                     569733.0000                        569732.8                          1284.9
       56.00                               489574.5                          8258.3                            65329.1                           6570.8                         73587.5                     569733.0000                        569732.8                          1345.7
       57.00                               487919.1                          8663.5                            66269.7                           6880.5                         74933.2                     569733.0000                        569732.8                          1408.9
       58.00                               486188.8                          9085.7                            67256.3                           7202.0                         76342.1                     569733.0000                        569732.8                          1474.3
       59.00                               484381.0                          9525.6                            68290.8                           7535.4                         77816.4                     569733.0000                        569732.8                          1542.2
       60.00                               482493.2                          9983.5                            69375.1                           7880.9                         79358.7                     569733.0000                        569732.8                          1612.5
       61.00                               480523.1                         10459.8                            70511.4                           8238.5                         80971.2                     569733.0000                        569732.8                          1685.3
       62.00                               478468.0                         10954.8                            71701.6                           8608.3                         82656.5                     569733.0000                        569732.8                          1760.5
       63.00                               476325.5                         11469.0                            72947.9                           8990.3                         84417.0                     569733.0000                        569732.7                          1838.1
       64.00                               474093.2                         12002.6                            74252.4                           9384.5                         86255.0                     569733.0000                        569732.8                          1918.1
       65.00                               471768.8                         12555.8                            75617.3                           9790.8                         88173.1                     569733.0000                        569732.8                          2000.5
       66.00                               469350.1                         13128.8                            77044.8                          10209.0                         90173.7                     569733.0000                        569732.7                          2085.3
       67.00                               466834.9                         13721.9                            78537.1                          10638.8                         92259.0                     569733.0000                        569732.8                          2172.4
       68.00                               464221.1                         14335.1                            80096.4                          11080.2                         94431.5                     569733.0000                        569732.8                          2261.8
       69.00                               461506.9                         14968.4                            81724.9                          11532.6                         96693.3                     569733.0000                        569732.7                          2353.3
       70.00                               458690.5                         15621.7                            83424.9                          11995.6                         99046.6                     569733.0000                        569732.7                          2446.9
       71.00                               455770.4                         16294.9                            85198.6                          12468.8                        101493.5                     569733.0000                        569732.7                          2542.5
       72.00                               452745.2                         16987.8                            87048.1                          12951.6                        104035.9                     569733.0000                        569732.7                          2639.9
       73.00                               449613.8                         17700.0                            88975.8                          13443.2                        106675.8                     569733.0000                        569732.7                          2739.0
       74.00                               446375.1                         18431.2                            90983.5                          13943.0                        109414.8                     569733.0000                        569732.8                          2839.6
       75.00                               443028.5                         19180.7                            93073.6                          14449.9                        112254.3                     569733.0000                        569732.8                          2941.5
       76.00                               439573.8                         19948.0                            95247.8                          14963.2                        115195.9                     569733.0000                        569732.8                          3044.7
       77.00                               436010.6                         20732.2                            97508.3                          15481.7                        118240.5                     569733.0000                        569732.8                          3148.7
       78.00                               432339.4                         21532.5                            99856.7                          16004.2                        121389.2                     569733.0000                        569732.8                          3253.4
       79.00                               428560.6                         22347.7                           102294.9                          16529.6                        124642.7                     569733.0000                        569732.8                          3358.6
       80.00                               424675.2                         23176.8                           104824.3                          17056.4                        128001.2                     569733.0000                        569732.8                          3463.8
       81.00                               420684.5                         24018.4                           107446.6                          17583.3                        131465.1                     569733.0000                        569732.8                          3569.0
       82.00                               416590.1                         24871.1                           110162.9                          18108.6                        135034.0                     569733.0000                        569732.8                          3673.7
       83.00                               412394.2                         25733.2                           112974.4                          18630.9                        138707.7                     569733.0000                        569732.8                          3777.5
       84.00                               408099.3                         26603.1                           115882.1                          19148.3                        142485.2                     569733.0000                        569732.8                          3880.3
       85.00                               403708.2                         27478.7                           118886.7                          19659.2                        146365.5                     569733.0000                        569732.9                          3981.5
       86.00                               399224.2                         28358.2                           121988.8                          20161.6                        150347.1                     569733.0000                        569732.8                          4080.9
       87.00                               394651.1                         29239.3                           125188.6                          20653.9                        154428.0                     569733.0000                        569732.9                          4178.0
       88.00                               389993.0                         30119.7                           128486.2                          21133.9                        158606.0                     569733.0000                        569732.8                          4272.5
       89.00                               385254.5                         30997.1                           131881.4                          21599.9                        162878.5                     569733.0000                        569732.8                          4364.0
       90.00                               380440.4                         31868.8                           135373.6                          22049.9                        167242.6                     569733.0000                        569732.9                          4452.2
       91.00                               375556.2                         32732.4                           138962.2                          22482.0                        171694.8                     569733.0000                        569732.8                          4536.5
       92.00                               370607.6                         33585.0                           142646.1                          22894.2                        176231.2                     569733.0000                        569732.9                          4616.7
       93.00                               365600.5                         34423.9                           146423.9                          23284.6                        180847.9                     569733.0000                        569732.9                          4692.3
       94.00                               360541.2                         35246.2                           150293.9                          23651.6                        185540.2                     569733.0000                        569732.8                          4763.1
       95.00                               355436.4                         36049.1                           154254.1                          23993.3                        190303.3                     569733.0000                        569732.9                          4828.7
       96.00                               350292.9                         36829.7                           158302.1                          24308.1                        195132.0                     569733.0000                        569732.9                          4888.7
       97.00                               345117.9                         37585.1                           162435.5                          24594.4                        200020.7                     569733.0000                        569732.9                          4942.9
       98.00                               339918.4                         38312.4                           166651.1                          24850.9                        204963.7                     569733.0000                        569732.9                          4991.1
       99.00                               334702.0                         39008.9                           170945.8                          25076.3                        209954.8                     569733.0000                        569732.9                          5032.9
      100.00                               329475.9                         39671.7                           175315.8                          25269.4                        214987.6                     569733.0000                        569732.9                          5068.2
      101.00                               324247.8                         40298.2                           179757.5                          25429.3                        220055.8                     569733.0000                        569732.8                          5096.8
      102.00                               319025.2                         40885.8                           184266.5                          25555.3                        225152.5                     569733.0000                        569732.8                          5118.4
      103.00                               313815.4                         41432.3                           188838.5                          25646.6                        230271.0                     569733.0000                        569732.9                          5133.2
      104.00                               308625.9                         41935.2                           193468.8                          25703.0                        235404.2                     569733.0000                        569732.9                          5141.0
      105.00                               303463.8                         42392.7                           198152.3                          25724.1                        240545.1                     569733.0000                        569732.9                          5141.7
      106.00                               298336.2                         42802.6                           202884.0                          25710.0                        245686.8                     569733.0000                        569732.8                          5135.4
      107.00                               293249.9                         43163.5                           207658.4                          25660.9                        250822.2                     569733.0000                        569732.8                          5122.1
      108.00                               288211.6                         43473.9                           212470.2                          25577.1                        255944.3                     569733.0000                        569732.8                          5102.0
      109.00                               283227.5                         43732.6                           217313.5                          25459.2                        261046.3                     569733.0000                        569732.8                          5075.1
      110.00                               278303.6                         43938.6                           222182.6                          25308.0                        266121.4                     569733.0000                        569732.8                          5041.7
      111.00                               273445.6                         44091.2                           227071.7                          25124.3                        271163.1                     569733.0000                        569732.8                          5001.9
      112.00                               268658.8                         44190.1                           231974.7                          24909.3                        276165.0                     569733.0000                        569732.8                          4955.9
      113.00                               263948.0                         44235.0                           236885.7                          24664.1                        281120.9                     569733.0000                        569732.8                          4904.1
      114.00                               259317.9                         44226.1                           241798.7                          24390.1                        286025.0                     569733.0000                        569732.7                          4846.7
      115.00                               254772.5                         44163.6                           246707.8                          24088.8                        290871.7                     569733.0000                        569732.8                          4783.9
      116.00                               250315.6                         44048.3                           251607.0                          23761.8                        295655.6                     569733.0000                        569732.8                          4716.2
      117.00                               245950.5                         43880.9                           256490.6                          23410.7                        300371.8                     569733.0000                        569732.8                          4643.8
      118.00                               241680.0                         43662.6                           261352.7                          23037.4                        305015.6                     569733.0000                        569732.8                          4567.2
      119.00                               237506.7                         43394.6                           266187.9                          22643.5                        309582.8                     569733.0000                        569732.7                          4486.6
      120.00                               233432.7                         43078.4                           270990.7                          22230.9                        314069.4                     569733.0000                        569732.7                          4402.5
      121.00                               229459.6                         42715.8                           275755.8                          21801.5                        318471.9                     569733.0000                        569732.8                          4315.2
      122.00                               225588.7                         42308.6                           280478.2                          21357.1                        322787.2                     569733.0000                        569732.7                          4225.2
      123.00                               221821.1                         41858.9                           285153.1                          20899.5                        327012.3                     569733.0000                        569732.7                          4132.6
      124.00                               218157.4                         41368.8                           289775.8                          20430.7                        331144.9                     569733.0000                        569732.6                          4038.0
      125.00                               214597.8                         40840.5                           294342.0                          19952.3                        335182.9                     569733.0000                        569732.6                          3941.6
      126.00                               211142.4                         40276.5                           298847.6                          19466.2                        339124.4                     569733.0000                        569732.6                          3843.8
      127.00                               207790.8                         39679.1                           303288.8                          18973.9                        342968.3                     569733.0000                        569732.7                          3745.0
      128.00                               204542.5                         39051.0                           307661.9                          18477.2                        346713.3                     569733.0000                        569732.6                          3645.4
      129.00                               201396.7                         38394.6                           311963.8                          17977.6                        350358.7                     569733.0000                        569732.6                          3545.4
