#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               555480.0                           402.0                            13703.0                            148.0                         14105.0                     569733.0000                        569733.0                            31.1
        1.00                               555431.7                           389.1                            13747.1                            165.2                         14136.1                     569733.0000                        569733.0                            34.2
        2.00                               555384.7                           380.4                            13789.9                            178.0                         14170.3                     569733.0000                        569733.0                            36.5
        3.00                               555338.6                           374.9                            13831.9                            187.6                         14206.8                     569733.0000                        569732.9                            38.2
        4.00                               555293.1                           371.5                            13873.4                            194.9                         14244.9                     569733.0000                        569732.9                            39.5
        5.00                               555247.9                           369.8                            13914.6                            200.6                         14284.4                     569733.0000                        569732.9                            40.5
        6.00                               555202.9                           369.3                            13955.7                            205.1                         14325.0                     569733.0000                        569733.0                            41.4
        7.00                               555157.9                           369.6                            13996.8                            208.8                         14366.3                     569733.0000                        569732.9                            42.0
        8.00                               555112.8                           370.5                            14037.9                            211.8                         14408.4                     569733.0000                        569733.0                            42.6
        9.00                               555067.6                           371.9                            14079.1                            214.4                         14451.0                     569733.0000                        569733.1                            43.1
       10.00                               555022.2                           373.5                            14120.6                            216.7                         14494.1                     569733.0000                        569733.1                            43.5
       11.00                               554976.6                           375.5                            14162.2                            218.8                         14537.6                     569733.0000                        569733.1                            43.9
       12.00                               554930.8                           377.6                            14204.0                            220.7                         14581.6                     569733.0000                        569733.0                            44.3
       13.00                               554884.6                           379.8                            14246.1                            222.5                         14625.9                     569733.0000                        569733.0                            44.7
       14.00                               554838.2                           382.1                            14288.4                            224.2                         14670.6                     569733.0000                        569733.0                            45.0
       15.00                               554791.6                           384.5                            14331.0                            225.9                         14715.6                     569733.0000                        569733.1                            45.3
       16.00                               554744.7                           387.0                            14373.9                            227.5                         14760.9                     569733.0000                        569733.1                            45.7
       17.00                               554697.4                           389.5                            14417.0                            229.1                         14806.5                     569733.0000                        569732.9                            46.0
       18.00                               554649.8                           392.1                            14460.4                            230.7                         14852.5                     569733.0000                        569733.0                            46.3
       19.00                               554601.9                           394.7                            14504.2                            232.2                         14898.8                     569733.0000                        569733.0                            46.6
       20.00                               554553.8                           397.3                            14548.2                            233.8                         14945.4                     569733.0000                        569732.9                            46.9
       21.00                               554505.2                           399.9                            14592.4                            235.4                         14992.3                     569733.0000                        569732.9                            47.2
       22.00                               554456.4                           402.6                            14637.0                            237.0                         15039.6                     569733.0000                        569732.9                            47.6
       23.00                               554407.2                           405.2                            14681.9                            238.5                         15087.1                     569733.0000                        569732.9                            47.9
       24.00                               554357.8                           407.9                            14727.1                            240.1                         15135.0                     569733.0000                        569732.9                            48.2
       25.00                               554308.1                           410.6                            14772.5                            241.7                         15183.2                     569733.0000                        569733.0                            48.5
       26.00                               554257.9                           413.4                            14818.3                            243.3                         15231.7                     569733.0000                        569732.9                            48.8
       27.00                               554207.5                           416.1                            14864.4                            244.9                         15280.5                     569733.0000                        569733.0                            49.1
       28.00                               554156.7                           418.9                            14910.8                            246.5                         15329.7                     569733.0000                        569732.9                            49.5
       29.00                               554105.6                           421.6                            14957.5                            248.2                         15379.1                     569733.0000                        569732.9                            49.8
       30.00                               554054.1                           424.4                            15004.5                            249.8                         15428.9                     569733.0000                        569732.9                            50.1
       31.00                               554002.3                           427.2                            15051.8                            251.4                         15479.0                     569733.0000                        569732.8                            50.5
       32.00                               553950.2                           430.1                            15099.4                            253.1                         15529.5                     569733.0000                        569732.8                            50.8
       33.00                               553897.8                           432.9                            15147.4                            254.7                         15580.3                     569733.0000                        569732.8                            51.1
       34.00                               553845.1                           435.8                            15195.6                            256.4                         15631.4                     569733.0000                        569732.8                            51.4
       35.00                               553791.9                           438.6                            15244.2                            258.1                         15682.8                     569733.0000                        569732.8                            51.8
       36.00                               553738.4                           441.5                            15293.1                            259.8                         15734.6                     569733.0000                        569732.8                            52.1
       37.00                               553684.6                           444.4                            15342.3                            261.5                         15786.7                     569733.0000                        569732.8                            52.5
       38.00                               553630.4                           447.3                            15391.9                            263.2                         15839.2                     569733.0000                        569732.7                            52.8
       39.00                               553575.8                           450.3                            15441.7                            264.9                         15892.0                     569733.0000                        569732.7                            53.1
       40.00                               553520.9                           453.2                            15491.9                            266.6                         15945.2                     569733.0000                        569732.7                            53.5
       41.00                               553465.7                           456.2                            15542.5                            268.3                         15998.6                     569733.0000                        569732.6                            53.8
       42.00                               553410.1                           459.2                            15593.3                            270.1                         16052.5                     569733.0000                        569732.6                            54.2
       43.00                               553354.1                           462.2                            15644.5                            271.8                         16106.7                     569733.0000                        569732.6                            54.5
       44.00                               553297.8                           465.2                            15696.0                            273.6                         16161.2                     569733.0000                        569732.6                            54.9
       45.00                               553241.1                           468.2                            15747.9                            275.3                         16216.1                     569733.0000                        569732.5                            55.2
       46.00                               553184.1                           471.3                            15800.1                            277.1                         16271.3                     569733.0000                        569732.4                            55.6
       47.00                               553126.6                           474.3                            15852.6                            278.9                         16326.9                     569733.0000                        569732.4                            56.0
       48.00                               553068.8                           477.4                            15905.5                            280.7                         16382.9                     569733.0000                        569732.4                            56.3
       49.00                               553010.8                           480.5                            15958.7                            282.5                         16439.2                     569733.0000                        569732.4                            56.7
       50.00                               552952.3                           483.6                            16012.3                            284.3                         16495.9                     569733.0000                        569732.4                            57.0
       51.00                               552893.5                           486.7                            16066.2                            286.1                         16552.9                     569733.0000                        569732.6                            57.4
       52.00                               552834.3                           489.9                            16120.4                            287.9                         16610.3                     569733.0000                        569732.6                            57.8
       53.00                               552774.8                           493.1                            16175.0                            289.8                         16668.1                     569733.0000                        569732.6                            58.1
       54.00                               552714.8                           496.2                            16230.0                            291.6                         16726.2                     569733.0000                        569732.7                            58.5
       55.00                               552654.5                           499.4                            16285.3                            293.5                         16784.7                     569733.0000                        569732.8                            58.9
       56.00                               552593.8                           502.6                            16341.0                            295.3                         16843.6                     569733.0000                        569732.7                            59.3
       57.00                               552532.6                           505.9                            16397.0                            297.2                         16902.9                     569733.0000                        569732.6                            59.6
       58.00                               552471.0                           509.1                            16453.4                            299.1                         16962.5                     569733.0000                        569732.6                            60.0
       59.00                               552409.1                           512.4                            16510.1                            301.0                         17022.5                     569733.0000                        569732.6                            60.4
       60.00                               552346.8                           515.6                            16567.2                            302.9                         17082.9                     569733.0000                        569732.5                            60.8
       61.00                               552284.1                           518.9                            16624.7                            304.8                         17143.7                     569733.0000                        569732.6                            61.2
       62.00                               552221.0                           522.3                            16682.6                            306.7                         17204.8                     569733.0000                        569732.6                            61.5
       63.00                               552157.5                           525.6                            16740.8                            308.7                         17266.4                     569733.0000                        569732.5                            61.9
       64.00                               552093.6                           528.9                            16799.4                            310.6                         17328.3                     569733.0000                        569732.6                            62.3
       65.00                               552029.3                           532.3                            16858.3                            312.6                         17390.6                     569733.0000                        569732.5                            62.7
       66.00                               551964.6                           535.7                            16917.7                            314.5                         17453.3                     569733.0000                        569732.4                            63.1
       67.00                               551899.6                           539.1                            16977.4                            316.5                         17516.4                     569733.0000                        569732.5                            63.5
       68.00                               551834.1                           542.5                            17037.4                            318.5                         17579.9                     569733.0000                        569732.6                            63.9
       69.00                               551768.2                           545.9                            17097.9                            320.5                         17643.8                     569733.0000                        569732.4                            64.3
       70.00                               551701.9                           549.3                            17158.8                            322.5                         17708.1                     569733.0000                        569732.5                            64.7
       71.00                               551635.2                           552.8                            17220.0                            324.5                         17772.8                     569733.0000                        569732.4                            65.1
       72.00                               551568.1                           556.3                            17281.6                            326.5                         17837.9                     569733.0000                        569732.5                            65.5
       73.00                               551500.5                           559.8                            17343.6                            328.5                         17903.4                     569733.0000                        569732.4                            65.9
