#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               553907.0                           380.0                            15224.0                            222.0                         15604.0                     569733.0000                        569733.0                            44.3
        1.00                               553864.4                           381.9                            15266.3                            220.3                         15648.3                     569733.0000                        569732.9                            44.0
        2.00                               553821.6                           383.4                            15308.8                            219.1                         15692.2                     569733.0000                        569732.9                            43.8
        3.00                               553778.6                           384.5                            15351.5                            218.3                         15736.0                     569733.0000                        569732.9                            43.6
        4.00                               553735.6                           385.3                            15394.2                            217.7                         15779.6                     569733.0000                        569732.8                            43.5
        5.00                               553692.4                           386.0                            15437.1                            217.3                         15823.1                     569733.0000                        569732.8                            43.4
        6.00                               553649.2                           386.5                            15480.0                            217.0                         15866.5                     569733.0000                        569732.7                            43.4
        7.00                               553605.9                           386.9                            15523.0                            216.9                         15909.9                     569733.0000                        569732.7                            43.4
        8.00                               553562.6                           387.3                            15566.0                            216.7                         15953.3                     569733.0000                        569732.7                            43.3
        9.00                               553519.4                           387.6                            15609.0                            216.7                         15996.6                     569733.0000                        569732.6                            43.3
       10.00                               553476.1                           387.8                            15652.1                            216.7                         16040.0                     569733.0000                        569732.7                            43.3
       11.00                               553432.7                           388.1                            15695.2                            216.7                         16083.3                     569733.0000                        569732.6                            43.3
       12.00                               553389.3                           388.3                            15738.3                            216.7                         16126.6                     569733.0000                        569732.6                            43.3
       13.00                               553345.9                           388.5                            15781.5                            216.7                         16170.0                     569733.0000                        569732.6                            43.4
       14.00                               553302.6                           388.6                            15824.7                            216.8                         16213.3                     569733.0000                        569732.6                            43.4
       15.00                               553259.2                           388.8                            15867.9                            216.8                         16256.7                     569733.0000                        569732.7                            43.4
       16.00                               553215.8                           389.0                            15911.1                            216.9                         16300.0                     569733.0000                        569732.7                            43.4
       17.00                               553172.3                           389.1                            15954.3                            216.9                         16343.4                     569733.0000                        569732.7                            43.4
       18.00                               553128.8                           389.3                            15997.5                            217.0                         16386.8                     569733.0000                        569732.7                            43.4
       19.00                               553085.3                           389.4                            16040.8                            217.1                         16430.2                     569733.0000                        569732.6                            43.4
       20.00                               553041.8                           389.6                            16084.1                            217.1                         16473.7                     569733.0000                        569732.6                            43.4
       21.00                               552998.3                           389.7                            16127.4                            217.2                         16517.1                     569733.0000                        569732.6                            43.4
       22.00                               552954.8                           389.8                            16170.7                            217.3                         16560.5                     569733.0000                        569732.6                            43.5
       23.00                               552911.3                           390.0                            16214.0                            217.3                         16604.0                     569733.0000                        569732.6                            43.5
       24.00                               552867.8                           390.1                            16257.3                            217.4                         16647.4                     569733.0000                        569732.7                            43.5
       25.00                               552824.3                           390.2                            16300.7                            217.4                         16690.9                     569733.0000                        569732.7                            43.5
       26.00                               552780.8                           390.4                            16344.1                            217.5                         16734.4                     569733.0000                        569732.8                            43.5
       27.00                               552737.2                           390.5                            16387.4                            217.5                         16777.9                     569733.0000                        569732.8                            43.5
       28.00                               552693.6                           390.6                            16430.8                            217.6                         16821.4                     569733.0000                        569732.7                            43.5
       29.00                               552650.0                           390.7                            16474.2                            217.7                         16865.0                     569733.0000                        569732.7                            43.5
       30.00                               552606.4                           390.8                            16517.7                            217.7                         16908.5                     569733.0000                        569732.6                            43.5
       31.00                               552562.8                           391.0                            16561.1                            217.8                         16952.1                     569733.0000                        569732.6                            43.6
       32.00                               552519.1                           391.1                            16604.5                            217.8                         16995.6                     569733.0000                        569732.6                            43.6
       33.00                               552475.5                           391.2                            16648.0                            217.9                         17039.2                     569733.0000                        569732.6                            43.6
       34.00                               552431.9                           391.3                            16691.5                            217.9                         17082.8                     569733.0000                        569732.6                            43.6
       35.00                               552388.2                           391.4                            16735.0                            218.0                         17126.3                     569733.0000                        569732.5                            43.6
       36.00                               552344.6                           391.5                            16778.5                            218.0                         17169.9                     569733.0000                        569732.6                            43.6
       37.00                               552301.0                           391.6                            16822.0                            218.1                         17213.5                     569733.0000                        569732.6                            43.6
       38.00                               552257.4                           391.7                            16865.5                            218.1                         17257.2                     569733.0000                        569732.7                            43.6
       39.00                               552213.8                           391.8                            16909.0                            218.1                         17300.8                     569733.0000                        569732.7                            43.6
       40.00                               552170.1                           391.9                            16952.5                            218.2                         17344.4                     569733.0000                        569732.8                            43.6
       41.00                               552126.4                           392.0                            16996.1                            218.2                         17388.1                     569733.0000                        569732.8                            43.6
       42.00                               552082.7                           392.1                            17039.6                            218.3                         17431.7                     569733.0000                        569732.6                            43.7
       43.00                               552038.9                           392.2                            17083.2                            218.3                         17475.4                     569733.0000                        569732.6                            43.7
       44.00                               551995.1                           392.2                            17126.8                            218.3                         17519.0                     569733.0000                        569732.5                            43.7
       45.00                               551951.4                           392.3                            17170.4                            218.4                         17562.7                     569733.0000                        569732.4                            43.7
       46.00                               551907.6                           392.4                            17214.0                            218.4                         17606.4                     569733.0000                        569732.5                            43.7
       47.00                               551863.9                           392.5                            17257.6                            218.4                         17650.1                     569733.0000                        569732.4                            43.7
       48.00                               551820.1                           392.6                            17301.2                            218.5                         17693.7                     569733.0000                        569732.4                            43.7
       49.00                               551776.4                           392.6                            17344.8                            218.5                         17737.4                     569733.0000                        569732.3                            43.7
       50.00                               551732.6                           392.7                            17388.4                            218.5                         17781.1                     569733.0000                        569732.3                            43.7
       51.00                               551688.9                           392.8                            17432.1                            218.6                         17824.9                     569733.0000                        569732.3                            43.7
