#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               556630.0                           290.0                            12712.0                            101.0                         13002.0                     569733.0000                        569733.0                            21.3
        1.00                               556596.8                           279.5                            12743.7                            112.9                         13023.3                     569733.0000                        569732.9                            23.4
        2.00                               556564.6                           272.2                            12774.4                            121.7                         13046.6                     569733.0000                        569732.9                            24.9
        3.00                               556533.2                           267.1                            12804.4                            128.2                         13071.5                     569733.0000                        569733.0                            26.1
        4.00                               556502.4                           263.7                            12833.9                            133.0                         13097.6                     569733.0000                        569732.9                            26.9
        5.00                               556471.8                           261.4                            12863.1                            136.6                         13124.5                     569733.0000                        569732.9                            27.6
        6.00                               556441.5                           260.0                            12892.1                            139.3                         13152.1                     569733.0000                        569733.0                            28.1
        7.00                               556411.2                           259.2                            12921.0                            141.5                         13180.1                     569733.0000                        569732.8                            28.4
        8.00                               556381.1                           258.8                            12949.8                            143.1                         13208.6                     569733.0000                        569732.8                            28.7
        9.00                               556351.0                           258.8                            12978.5                            144.5                         13237.3                     569733.0000                        569732.8                            29.0
       10.00                               556320.9                           259.0                            13007.3                            145.6                         13266.3                     569733.0000                        569732.8                            29.2
       11.00                               556290.7                           259.4                            13036.1                            146.5                         13295.5                     569733.0000                        569732.8                            29.4
       12.00                               556260.4                           260.0                            13065.0                            147.3                         13324.9                     569733.0000                        569732.6                            29.5
       13.00                               556230.1                           260.6                            13093.9                            148.0                         13354.4                     569733.0000                        569732.6                            29.7
       14.00                               556199.8                           261.2                            13122.9                            148.7                         13384.1                     569733.0000                        569732.6                            29.8
       15.00                               556169.4                           262.0                            13151.9                            149.3                         13413.9                     569733.0000                        569732.6                            29.9
       16.00                               556138.9                           262.7                            13181.1                            149.8                         13443.8                     569733.0000                        569732.5                            30.0
       17.00                               556108.4                           263.5                            13210.3                            150.4                         13473.8                     569733.0000                        569732.6                            30.1
       18.00                               556077.7                           264.3                            13239.6                            150.9                         13503.9                     569733.0000                        569732.5                            30.2
       19.00                               556046.9                           265.1                            13269.0                            151.4                         13534.2                     569733.0000                        569732.5                            30.3
       20.00                               556016.1                           265.9                            13298.5                            151.9                         13564.5                     569733.0000                        569732.5                            30.4
       21.00                               555985.1                           266.8                            13328.1                            152.4                         13594.9                     569733.0000                        569732.5                            30.5
       22.00                               555954.1                           267.6                            13357.8                            152.9                         13625.5                     569733.0000                        569732.4                            30.6
       23.00                               555922.9                           268.5                            13387.6                            153.4                         13656.1                     569733.0000                        569732.4                            30.7
       24.00                               555891.7                           269.3                            13417.5                            153.9                         13686.8                     569733.0000                        569732.4                            30.8
       25.00                               555860.4                           270.2                            13447.5                            154.4                         13717.6                     569733.0000                        569732.4                            30.9
       26.00                               555828.9                           271.0                            13477.5                            154.9                         13748.6                     569733.0000                        569732.4                            31.0
       27.00                               555797.4                           271.9                            13507.7                            155.4                         13779.6                     569733.0000                        569732.3                            31.1
       28.00                               555765.7                           272.8                            13538.0                            155.9                         13810.7                     569733.0000                        569732.2                            31.2
       29.00                               555733.9                           273.6                            13568.3                            156.4                         13841.9                     569733.0000                        569732.2                            31.3
       30.00                               555702.1                           274.5                            13598.8                            156.8                         13873.3                     569733.0000                        569732.2                            31.4
       31.00                               555670.2                           275.4                            13629.3                            157.3                         13904.7                     569733.0000                        569732.2                            31.5
       32.00                               555638.1                           276.2                            13660.0                            157.8                         13936.2                     569733.0000                        569732.1                            31.6
