#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               569607.0                            10.0                              102.0                             14.0                           112.0                     569733.0000                        569733.0                             3.1
        1.00                               569601.1                            11.9                              103.2                             16.8                           115.1                     569733.0000                        569733.0                             3.7
        2.00                               569594.0                            14.2                              104.7                             20.2                           118.9                     569733.0000                        569733.1                             4.5
        3.00                               569585.6                            16.9                              106.4                             24.2                           123.3                     569733.0000                        569733.1                             5.4
        4.00                               569575.4                            20.2                              108.5                             28.9                           128.7                     569733.0000                        569733.0                             6.4
        5.00                               569563.4                            24.1                              111.0                             34.5                           135.1                     569733.0000                        569732.9                             7.7
        6.00                               569549.0                            28.8                              114.0                             41.3                           142.7                     569733.0000                        569732.9                             9.1
        7.00                               569531.8                            34.4                              117.5                             49.3                           151.9                     569733.0000                        569733.0                            10.9
        8.00                               569511.3                            41.1                              121.7                             58.9                           162.8                     569733.0000                        569733.0                            13.0
        9.00                               569486.8                            49.1                              126.8                             70.4                           175.8                     569733.0000                        569733.1                            15.6
       10.00                               569457.6                            58.6                              132.8                             84.0                           191.4                     569733.0000                        569733.1                            18.6
       11.00                               569422.6                            70.0                              140.0                            100.4                           210.1                     569733.0000                        569733.0                            22.2
       12.00                               569380.8                            83.6                              148.7                            119.9                           232.3                     569733.0000                        569733.0                            26.6
       13.00                               569330.9                            99.9                              159.0                            143.3                           258.9                     569733.0000                        569733.0                            31.7
       14.00                               569271.2                           119.4                              171.3                            171.1                           290.6                     569733.0000                        569733.0                            37.9
       15.00                               569200.1                           142.6                              185.9                            204.4                           328.5                     569733.0000                        569733.1                            45.3
       16.00                               569115.1                           170.3                              203.5                            244.2                           373.8                     569733.0000                        569733.1                            54.1
       17.00                               569013.6                           203.5                              224.5                            291.7                           427.9                     569733.0000                        569733.1                            64.6
       18.00                               568892.3                           243.0                              249.5                            348.4                           492.5                     569733.0000                        569733.2                            77.2
       19.00                               568747.5                           290.3                              279.4                            416.0                           569.7                     569733.0000                        569733.3                            92.2
       20.00                               568574.5                           346.7                              315.1                            496.9                           661.9                     569733.0000                        569733.2                           110.0
       21.00                               568368.0                           414.1                              357.8                            593.3                           771.9                     569733.0000                        569733.2                           131.4
       22.00                               568121.6                           494.5                              408.8                            708.4                           903.3                     569733.0000                        569733.3                           156.9
       23.00                               567827.4                           590.6                              469.6                            845.8                          1060.2                     569733.0000                        569733.4                           187.3
       24.00                               567476.2                           705.2                              542.3                           1009.7                          1247.5                     569733.0000                        569733.4                           223.6
       25.00                               567057.2                           842.0                              629.1                           1205.1                          1471.1                     569733.0000                        569733.4                           266.8
       26.00                               566557.4                          1005.2                              732.6                           1438.2                          1737.8                     569733.0000                        569733.3                           318.3
