1	0000000230	0.0000000000000001	0	33371.7	0xFF0000
2	0000000078	0.0000000000000001	0	163670.6	0x0000FF
3	0000000565	0.0000000000000001	0	276.7		0x3DEF3D
4	0000000191	0.0000000000000001	0	39365.8	0xFF1493
5	0000000056	0.0000000000000001	0	259.9		0xC080FE
6	0000000230	0.0000000000000001	0	32027.9	0xFFFF00
7	0000000081	0.0000000000000001	0	316.7		0xE9967A
8	0000000589	0.0000000000000001	0	769.1		0x00FFFF
9	0000000274	0.0000000000000001	0	27349.4	0xF89441
10	0000000428	0.0000000000000001	0	3420.7		0xFA8072
11	0000000131	0.0000000000000001	0	492.8		0xFFFFFF
12	0000000249	0.0000000000000001	0	68927.7	0xA08020
13	0000000159	0.0000000000000001	0	364.1		0xAB4444
14	0000000279	0.0000000000000001	0	68310.7	0x018002
15	0000000187	0.0000000000000001	0	290.2		0x8C0343
16	0000000671	0.0000000000000001	0	607.9		0xFF0000
17	0000000609	0.0000000000000001	0	1788.3		0x0000FF
18	0000000303	0.0000000000000001	0	393.9		0x3DEF3D
19	0000000235	0.0000000000000001	0	407		0xFF1493
20	0000000364	0.0000000000000001	0	53347.7	0xC080FE
21	0000000266	0.0000000000000001	0	472.4		0xFFFF00
22	0000000594	0.0000000000000001	0	3070.6		0xE9967A
23	0000000287	0.0000000000000001	0	537		0x00FFFF
24	0000000417	0.0000000000000001	0	43594.7	0xF89441
25	0000000315	0.0000000000000001	0	748.9		0xFA8072
26	0000000438	0.0000000000000001	0	44235.0	0xFFFFFF
