1	1.656	13
2	4.851	26
3	1.026	39
4	1.746	52
5	0.683	65
6	1.638	78
7	0.522	91
8	1.071	104
9	1.575	117
10	1.152	130
11	0.252	143
12	2.268	156
13	0.009	169
14	2.227	182
15	0.603	195
