#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               561338.0                           227.0                             8103.0                             65.0                          8330.0                     569733.0000                        569733.0                            16.6
        1.00                               561282.2                           218.6                             8127.9                            104.2                          8346.6                     569733.0000                        569733.0                            23.7
        2.00                               561227.8                           217.9                             8152.3                            135.0                          8370.3                     569733.0000                        569733.0                            29.4
        3.00                               561172.8                           222.8                             8176.9                            160.5                          8399.7                     569733.0000                        569733.0                            34.3
        4.00                               561116.2                           231.7                             8202.2                            182.8                          8433.9                     569733.0000                        569733.0                            38.6
        5.00                               561057.1                           243.8                             8228.7                            203.4                          8472.5                     569733.0000                        569733.1                            42.7
        6.00                               560994.6                           258.5                             8256.7                            223.2                          8515.2                     569733.0000                        569732.9                            46.6
        7.00                               560928.2                           275.4                             8286.4                            242.9                          8561.8                     569733.0000                        569733.0                            50.6
        8.00                               560857.4                           294.3                             8318.1                            263.0                          8612.5                     569733.0000                        569732.9                            54.8
        9.00                               560781.7                           315.2                             8352.0                            284.0                          8667.2                     569733.0000                        569732.9                            59.1
       10.00                               560700.6                           337.9                             8388.4                            306.0                          8726.3                     569733.0000                        569732.9                            63.6
       11.00                               560613.6                           362.6                             8427.3                            329.4                          8789.9                     569733.0000                        569732.9                            68.5
       12.00                               560520.3                           389.2                             8469.2                            354.3                          8858.4                     569733.0000                        569732.9                            73.6
       13.00                               560420.1                           417.9                             8514.1                            380.8                          8932.0                     569733.0000                        569732.9                            79.1
       14.00                               560312.6                           448.8                             8562.3                            409.3                          9011.1                     569733.0000                        569732.9                            85.0
       15.00                               560197.1                           482.0                             8614.1                            439.8                          9096.1                     569733.0000                        569732.9                            91.3
       16.00                               560073.0                           517.8                             8669.7                            472.4                          9187.4                     569733.0000                        569732.9                            98.1
       17.00                               559939.8                           556.1                             8729.4                            507.5                          9285.6                     569733.0000                        569732.9                           105.4
       18.00                               559796.8                           597.4                             8793.6                            545.1                          9391.0                     569733.0000                        569732.9                           113.2
       19.00                               559643.2                           641.7                             8862.5                            585.5                          9504.2                     569733.0000                        569732.9                           121.6
       20.00                               559478.3                           689.2                             8936.6                            628.8                          9625.8                     569733.0000                        569732.9                           130.6
       21.00                               559301.2                           740.3                             9016.1                            675.3                          9756.4                     569733.0000                        569732.9                           140.2
       22.00                               559111.1                           795.1                             9101.5                            725.2                          9896.6                     569733.0000                        569732.9                           150.6
       23.00                               558906.9                           853.9                             9193.2                            778.7                         10047.2                     569733.0000                        569732.9                           161.7
       24.00                               558687.8                           917.1                             9291.8                            836.2                         10208.9                     569733.0000                        569732.8                           173.6
       25.00                               558452.4                           984.9                             9397.6                            897.8                         10382.5                     569733.0000                        569732.8                           186.4
       26.00                               558199.9                          1057.7                             9511.2                            964.0                         10569.0                     569733.0000                        569732.8                           200.2
       27.00                               557928.8                          1135.9                             9633.3                           1034.9                         10769.1                     569733.0000                        569732.8                           214.9
       28.00                               557637.9                          1219.7                             9764.3                           1111.0                         10984.0                     569733.0000                        569732.9                           230.7
       29.00                               557325.6                          1309.6                             9905.0                           1192.6                         11214.6                     569733.0000                        569732.8                           247.6
       30.00                               556990.6                          1406.2                            10056.1                           1280.0                         11462.2                     569733.0000                        569732.8                           265.7
       31.00                               556631.1                          1509.7                            10218.3                           1373.8                         11728.0                     569733.0000                        569732.9                           285.2
       32.00                               556245.4                          1620.7                            10392.4                           1474.4                         12013.2                     569733.0000                        569732.9                           306.0
       33.00                               555831.6                          1739.8                            10579.4                           1582.1                         12319.2                     569733.0000                        569732.9                           328.4
       34.00                               555387.8                          1867.5                            10780.1                           1697.5                         12647.6                     569733.0000                        569732.9                           352.3
       35.00                               554911.9                          2004.5                            10995.4                           1821.2                         12999.9                     569733.0000                        569733.0                           378.0
       36.00                               554401.5                          2151.3                            11226.6                           1953.6                         13377.9                     569733.0000                        569733.0                           405.4
       37.00                               553854.3                          2308.6                            11474.7                           2095.4                         13783.3                     569733.0000                        569733.0                           434.8
       38.00                               553267.8                          2477.2                            11740.9                           2247.2                         14218.1                     569733.0000                        569733.1                           466.3
       39.00                               552639.1                          2657.8                            12026.6                           2409.6                         14684.4                     569733.0000                        569733.1                           499.9
       40.00                               551965.4                          2851.3                            12333.0                           2583.4                         15184.3                     569733.0000                        569733.2                           535.9
       41.00                               551243.6                          3058.5                            12661.8                           2769.3                         15720.2                     569733.0000                        569733.1                           574.4
       42.00                               550470.5                          3280.3                            13014.4                           2968.0                         16294.7                     569733.0000                        569733.1                           615.6
       43.00                               549642.6                          3517.7                            13392.5                           3180.3                         16910.2                     569733.0000                        569733.2                           659.5
