#      TEMPO                            SUSCETÍVEIS                      INFECTADOS                          REMOVIDOS                         EXPOSTOS                      INF. TOTAL                 POP. TOTAL (FI)               POP. TOTAL (SOMA)                     CASOS NOVOS
        0.00                               526063.0                           684.0                            42336.0                            650.0                         43020.0                     569733.0000                        569733.0                           120.4
        1.00                               526048.1                           726.6                            42413.8                            544.5                         43140.4                     569733.0000                        569733.0                           101.1
        2.00                               526032.6                           746.2                            42495.2                            459.0                         43241.4                     569733.0000                        569733.0                            85.4
        3.00                               526016.8                           748.9                            42578.0                            389.4                         43326.8                     569733.0000                        569732.9                            72.7
        4.00                               526000.9                           739.1                            42660.4                            332.5                         43399.5                     569733.0000                        569732.9                            62.2
        5.00                               525985.4                           720.4                            42741.3                            285.8                         43461.7                     569733.0000                        569732.9                            53.6
        6.00                               525970.4                           695.4                            42819.9                            247.2                         43515.3                     569733.0000                        569732.8                            46.5
        7.00                               525955.9                           666.3                            42895.5                            215.2                         43561.8                     569733.0000                        569732.9                            40.6
        8.00                               525942.1                           634.6                            42967.7                            188.4                         43602.3                     569733.0000                        569732.9                            35.6
        9.00                               525929.0                           601.5                            43036.4                            165.9                         43637.9                     569733.0000                        569732.8                            31.4
       10.00                               525916.6                           567.9                            43101.4                            146.9                         43669.3                     569733.0000                        569732.9                            27.9
       11.00                               525904.9                           534.6                            43162.6                            130.8                         43697.2                     569733.0000                        569732.9                            24.9
       12.00                               525893.9                           501.8                            43220.3                            116.9                         43722.1                     569733.0000                        569732.9                            22.3
       13.00                               525883.6                           470.0                            43274.3                            105.0                         43744.3                     569733.0000                        569732.9                            20.0
       14.00                               525873.9                           439.5                            43324.9                             94.6                         43764.3                     569733.0000                        569732.9                            18.1
       15.00                               525864.8                           410.3                            43372.1                             85.6                         43782.4                     569733.0000                        569732.8                            16.4
       16.00                               525856.4                           382.6                            43416.2                             77.6                         43798.8                     569733.0000                        569732.8                            14.9
       17.00                               525848.5                           356.4                            43457.3                             70.6                         43813.6                     569733.0000                        569732.8                            13.5
       18.00                               525841.2                           331.6                            43495.5                             64.4                         43827.2                     569733.0000                        569732.8                            12.4
       19.00                               525834.4                           308.4                            43531.1                             58.8                         43839.5                     569733.0000                        569732.8                            11.3
       20.00                               525828.1                           286.6                            43564.2                             53.9                         43850.8                     569733.0000                        569732.8                            10.3
       21.00                               525822.2                           266.2                            43595.0                             49.4                         43861.2                     569733.0000                        569732.8                             9.5
       22.00                               525816.7                           247.1                            43623.5                             45.4                         43870.7                     569733.0000                        569732.8                             8.7
       23.00                               525811.6                           229.3                            43650.0                             41.7                         43879.4                     569733.0000                        569732.8                             8.0
       24.00                               525806.9                           212.8                            43674.6                             38.4                         43887.4                     569733.0000                        569732.7                             7.4
       25.00                               525802.5                           197.3                            43697.4                             35.4                         43894.8                     569733.0000                        569732.7                             6.8
       26.00                               525798.4                           183.0                            43718.6                             32.6                         43901.6                     569733.0000                        569732.6                             6.3
       27.00                               525794.6                           169.7                            43738.2                             30.1                         43907.9                     569733.0000                        569732.6                             5.8
       28.00                               525791.1                           157.3                            43756.4                             27.7                         43913.7                     569733.0000                        569732.6                             5.3
       29.00                               525787.9                           145.7                            43773.3                             25.6                         43919.0                     569733.0000                        569732.5                             4.9
       30.00                               525784.9                           135.1                            43788.9                             23.7                         43923.9                     569733.0000                        569732.5                             4.6
       31.00                               525782.1                           125.1                            43803.4                             21.9                         43928.5                     569733.0000                        569732.5                             4.2
       32.00                               525779.6                           116.0                            43816.8                             20.2                         43932.7                     569733.0000                        569732.5                             3.9
       33.00                               525777.2                           107.4                            43829.2                             18.7                         43936.6                     569733.0000                        569732.5                             3.6
       34.00                               525775.0                            99.5                            43840.7                             17.3                         43940.2                     569733.0000                        569732.6                             3.3
       35.00                               525772.9                            92.2                            43851.4                             16.0                         43943.6                     569733.0000                        569732.5                             3.1
       36.00                               525771.0                            85.4                            43861.3                             14.8                         43946.6                     569733.0000                        569732.4                             2.9
       37.00                               525769.3                            79.1                            43870.4                             13.7                         43949.5                     569733.0000                        569732.4                             2.6
       38.00                               525767.8                            73.3                            43878.9                             12.7                         43952.1                     569733.0000                        569732.6                             2.4
       39.00                               525766.2                            67.9                            43886.7                             11.7                         43954.6                     569733.0000                        569732.6                             2.3
       40.00                               525764.8                            62.8                            43894.0                             10.9                         43956.8                     569733.0000                        569732.5                             2.1
       41.00                               525763.5                            58.2                            43900.7                             10.0                         43958.9                     569733.0000                        569732.5                             1.9
       42.00                               525762.3                            53.9                            43907.0                              9.3                         43960.9                     569733.0000                        569732.5                             1.8
       43.00                               525761.2                            49.9                            43912.8                              8.6                         43962.7                     569733.0000                        569732.5                             1.7
       44.00                               525760.1                            46.2                            43918.1                              8.0                         43964.3                     569733.0000                        569732.5                             1.5
       45.00                               525759.1                            42.8                            43923.1                              7.4                         43965.9                     569733.0000                        569732.4                             1.4
       46.00                               525758.2                            39.7                            43927.6                              6.8                         43967.3                     569733.0000                        569732.3                             1.3
       47.00                               525757.4                            36.7                            43931.9                              6.3                         43968.6                     569733.0000                        569732.4                             1.2
       48.00                               525756.6                            34.0                            43935.8                              5.9                         43969.8                     569733.0000                        569732.3                             1.1
       49.00                               525755.9                            31.5                            43939.5                              5.4                         43970.9                     569733.0000                        569732.3                             1.0
       50.00                               525755.2                            29.2                            43942.8                              5.0                         43972.0                     569733.0000                        569732.3                             1.0
       51.00                               525754.6                            27.0                            43946.0                              4.7                         43972.9                     569733.0000                        569732.2                             0.9
       52.00                               525754.1                            25.0                            43948.9                              4.3                         43973.8                     569733.0000                        569732.2                             0.8
       53.00                               525753.6                            23.2                            43951.5                              4.0                         43974.7                     569733.0000                        569732.4                             0.8
       54.00                               525753.1                            21.4                            43954.0                              3.7                         43975.4                     569733.0000                        569732.2                             0.7
       55.00                               525752.6                            19.9                            43956.3                              3.4                         43976.2                     569733.0000                        569732.2                             0.7
       56.00                               525752.2                            18.4                            43958.5                              3.2                         43976.8                     569733.0000                        569732.2                             0.6
       57.00                               525751.9                            17.0                            43960.4                              2.9                         43977.4                     569733.0000                        569732.3                             0.6
       58.00                               525751.5                            15.8                            43962.2                              2.7                         43978.0                     569733.0000                        569732.2                             0.5
       59.00                               525751.2                            14.6                            43963.9                              2.5                         43978.5                     569733.0000                        569732.2                             0.5
       60.00                               525750.9                            13.5                            43965.5                              2.3                         43979.0                     569733.0000                        569732.2                             0.4
       61.00                               525750.6                            12.5                            43966.9                              2.2                         43979.4                     569733.0000                        569732.2                             0.4
       62.00                               525750.4                            11.6                            43968.3                              2.0                         43979.9                     569733.0000                        569732.2                             0.4
       63.00                               525750.1                            10.7                            43969.5                              1.8                         43980.2                     569733.0000                        569732.2                             0.4
       64.00                               525749.9                             9.9                            43970.7                              1.7                         43980.6                     569733.0000                        569732.2                             0.3
       65.00                               525749.6                             9.2                            43971.7                              1.6                         43980.9                     569733.0000                        569732.1                             0.3
       66.00                               525749.4                             8.5                            43972.7                              1.5                         43981.2                     569733.0000                        569732.1                             0.3
       67.00                               525749.2                             7.9                            43973.6                              1.4                         43981.5                     569733.0000                        569732.1                             0.3
       68.00                               525749.1                             7.3                            43974.5                              1.3                         43981.8                     569733.0000                        569732.2                             0.2
       69.00                               525748.9                             6.8                            43975.3                              1.2                         43982.0                     569733.0000                        569732.1                             0.2
       70.00                               525748.8                             6.3                            43976.0                              1.1                         43982.2                     569733.0000                        569732.1                             0.2
       71.00                               525748.7                             5.8                            43976.7                              1.0                         43982.5                     569733.0000                        569732.1                             0.2
       72.00                               525748.5                             5.4                            43977.3                              0.9                         43982.6                     569733.0000                        569732.1                             0.2
       73.00                               525748.3                             5.0                            43977.8                              0.9                         43982.8                     569733.0000                        569732.1                             0.2
       74.00                               525748.2                             4.6                            43978.4                              0.8                         43983.0                     569733.0000                        569732.0                             0.1
       75.00                               525747.9                             4.3                            43978.9                              0.7                         43983.1                     569733.0000                        569731.8                             0.1
       76.00                               525747.7                             4.0                            43979.3                              0.7                         43983.3                     569733.0000                        569731.6                             0.1
       77.00                               525747.4                             3.7                            43979.7                              0.6                         43983.4                     569733.0000                        569731.5                             0.1
       78.00                               525747.2                             3.4                            43980.1                              0.6                         43983.5                     569733.0000                        569731.2                             0.1
       79.00                               525746.9                             3.1                            43980.5                              0.5                         43983.6                     569733.0000                        569731.1                             0.1
       80.00                               525746.7                             2.9                            43980.8                              0.5                         43983.7                     569733.0000                        569730.9                             0.1
       81.00                               525746.5                             2.7                            43981.1                              0.5                         43983.8                     569733.0000                        569730.7                             0.1
       82.00                               525746.2                             2.5                            43981.3                              0.4                         43983.8                     569733.0000                        569730.5                             0.1
       83.00                               525745.9                             2.3                            43981.6                              0.4                         43983.9                     569733.0000                        569730.2                             0.0
       84.00                               525745.6                             2.1                            43981.8                              0.4                         43983.9                     569733.0000                        569729.9                             0.0
       85.00                               525745.1                             2.0                            43982.0                              0.3                         43984.0                     569733.0000                        569729.4                             0.0
       86.00                               525744.6                             1.8                            43982.1                              0.3                         43984.0                     569733.0000                        569728.9                             0.0
       87.00                               525744.0                             1.7                            43982.3                              0.3                         43984.0                     569733.0000                        569728.3                            -0.0
       88.00                               525743.2                             1.6                            43982.4                              0.3                         43984.0                     569733.0000                        569727.5                            -0.0
       89.00                               525742.4                             1.5                            43982.5                              0.3                         43984.0                     569733.0000                        569726.6                            -0.0
       90.00                               525741.4                             1.3                            43982.6                              0.2                         43983.9                     569733.0000                        569725.6                            -0.1
       91.00                               525740.2                             1.2                            43982.6                              0.2                         43983.9                     569733.0000                        569724.3                            -0.1
       92.00                               525739.0                             1.2                            43982.7                              0.2                         43983.8                     569733.0000                        569723.0                            -0.1
       93.00                               525737.6                             1.1                            43982.7                              0.2                         43983.7                     569733.0000                        569721.6                            -0.1
